symptom,disease,source_record_id,frequency
discomfort that occurs at rest and does not easily go away when you take medicine,unstable angina,2008,1
shortness of breath,unstable angina,2008,1
and sweating,unstable angina,2008,1
with stable angina,unstable angina,2008,1
the chest pain or other symptoms only occur with a certain amount of activity or stress,unstable angina,2008,1
and the pain does not occur more often or get worse over time,unstable angina,2008,1
unstable angina is sudden chest pain that often worsens rapidly. you may be developing unstable angina if the chest pain starts to feel different,unstable angina,2008,1
is more severe,unstable angina,2008,1
comes more often,unstable angina,2008,1
or occurs with less activity or while you are at rest,unstable angina,2008,1
lasts longer than 15 to 20 minutes,unstable angina,2008,1
occurs without an apparent cause (e.g,unstable angina,2008,1
while you are asleep or sitting quietly),unstable angina,2008,1
does not respond well to nitroglycerin (especially if this medicine worked in the past to relieve chest pain),unstable angina,2008,1
or occurs with a drop in blood pressure or shortness of breath,unstable angina,2008,1
unstable angina is a warning sign that a heart attack may happen soon and requires immediate medical attention. if you experience any type of chest pain,unstable angina,2008,1
it's important to consult your healthcare provider,unstable angina,2008,1
stable angina symptoms include chest pain that feels like pressure or indigestion,chronic stable angina,2009,1
pain that radiates to your left shoulder or down your left arm,chronic stable angina,2009,1
shortness of breath,chronic stable angina,2009,1
dizziness,chronic stable angina,2009,1
nausea,chronic stable angina,2009,1
fatigue,chronic stable angina,2009,1
most people with hypertension don't feel any symptoms. very high blood pressures can cause headaches,hypertension,2010,9
blurred vision,hypertension,2010,9
chest pain,hypertension,2010,9
and other symptoms. checking your blood pressure is the best way to know if you have high blood pressure. if hypertension isn't treated,hypertension,2010,9
it can cause other health conditions like kidney disease,hypertension,2010,9
heart disease,hypertension,2010,9
and stroke,hypertension,2010,9
people with very high blood pressure (usually 180/120 or higher) can experience symptoms including severe headaches,hypertension,2010,8
dizziness,hypertension,2010,8
shortness of breath,hypertension,2010,8
nausea,hypertension,2010,8
vomiting,hypertension,2010,8
blurred vision or other vision changes,hypertension,2010,8
anxiety,hypertension,2010,8
confusion,hypertension,2010,8
buzzing in the ears,hypertension,2010,8
nosebleeds,hypertension,2010,8
and abnormal heart rhythm. if you are experiencing any of these symptoms and have high blood pressure,hypertension,2010,8
seek care immediately. the only way to detect hypertension is to have a health professional measure blood pressure. having blood pressure measured is quick and painless. although individuals can measure their own blood pressure using automated devices,hypertension,2010,8
an evaluation by a health professional is important for assessment of risk and associated conditions,hypertension,2010,8
psvt (paroxysmal supraventricular tachycardia) is often misdiagnosed as a panic attack. symptoms of psvt include a regular but racing heartbeat of 120 to 230 beats per minute that starts and stops abruptly,repetitive paroxysmal supraventricular tachycardia,2011,1
palpitations (a feeling of fluttering in the chest),repetitive paroxysmal supraventricular tachycardia,2011,1
weakness or fatigue,repetitive paroxysmal supraventricular tachycardia,2011,1
dizziness or lightheadedness,repetitive paroxysmal supraventricular tachycardia,2011,1
fainting (syncope),repetitive paroxysmal supraventricular tachycardia,2011,1
and chest pain,repetitive paroxysmal supraventricular tachycardia,2011,1
symptoms of afib may include feelings of a fast,atrial fibrillation,2012,4
fluttering,atrial fibrillation,2012,4
or pounding heartbeat (palpitations),atrial fibrillation,2012,4
chest pain,atrial fibrillation,2012,4
dizziness,atrial fibrillation,2012,4
fatigue,atrial fibrillation,2012,4
lightheadedness,atrial fibrillation,2012,4
reduced ability to exercise,atrial fibrillation,2012,4
shortness of breath,atrial fibrillation,2012,4
and weakness. some people with atrial fibrillation (afib) don't notice any symptoms,atrial fibrillation,2012,4
atrial fibrillation may be occasional (paroxysmal),atrial fibrillation,2012,4
where afib symptoms come and go,atrial fibrillation,2012,4
lasting for a few minutes to hours,atrial fibrillation,2012,4
or even up to a week in some cases,atrial fibrillation,2012,4
with episodes recurring intermittently. some individuals with occasional afib may require treatment,atrial fibrillation,2012,4
it can also be persistent,atrial fibrillation,2012,4
characterized by a constant irregular heartbeat that doesn't reset on its own,atrial fibrillation,2012,4
requiring medical treatment to correct the heart rhythm,atrial fibrillation,2012,4
long-standing persistent afib is another type,atrial fibrillation,2012,4
where the irregular heartbeat is constant and lasts for more than 12 months,atrial fibrillation,2012,4
necessitating medicines or a procedure to correct it,atrial fibrillation,2012,4
finally,atrial fibrillation,2012,4
permanent afib involves an irregular heart rhythm that can't be reset,atrial fibrillation,2012,4
and ongoing medications are needed to control the heart rate and prevent blood clots,atrial fibrillation,2012,4
atrial flutter can reduce the forward pumping of the heart and lead to abnormally fast heartbeats in some cases. however,atrial flutter,2013,2
some individuals may have no or only minor symptoms,atrial flutter,2013,2
particularly if their heart rate is well controlled and their heart functions normally. for those who do experience symptoms,atrial flutter,2013,2
they can include shortness of breath,atrial flutter,2013,2
fatigue,atrial flutter,2013,2
chest pain,atrial flutter,2013,2
fluttering heartbeats (palpitations),atrial flutter,2013,2
lightheadedness,atrial flutter,2013,2
fainting,atrial flutter,2013,2
and swelling in the feet and legs (fluid retention) if they have heart failure,atrial flutter,2013,2
the main symptom of supraventricular tachycardia (svt) is a very fast heartbeat (100 beats a minute or more) that may last for a few minutes to a few days,supraventricular tachyarrhythmias,2014,1
often coming and going suddenly,supraventricular tachyarrhythmias,2014,1
with stretches of typical heart rates in between,supraventricular tachyarrhythmias,2014,1
some people with svt have no signs or symptoms. signs and symptoms of supraventricular tachycardia may include a very fast (rapid) heartbeat,supraventricular tachyarrhythmias,2014,1
a fluttering or pounding in the chest (palpitations),supraventricular tachyarrhythmias,2014,1
a pounding sensation in the neck,supraventricular tachyarrhythmias,2014,1
weakness or feeling very tired (fatigue),supraventricular tachyarrhythmias,2014,1
chest pain,supraventricular tachyarrhythmias,2014,1
shortness of breath,supraventricular tachyarrhythmias,2014,1
lightheadedness or dizziness,supraventricular tachyarrhythmias,2014,1
sweating,supraventricular tachyarrhythmias,2014,1
fainting (syncope),supraventricular tachyarrhythmias,2014,1
or near fainting,supraventricular tachyarrhythmias,2014,1
in infants and very young children,supraventricular tachyarrhythmias,2014,1
signs and symptoms of svt may be challenging to identify. they include sweating,supraventricular tachyarrhythmias,2014,1
poor feeding,supraventricular tachyarrhythmias,2014,1
pale skin,supraventricular tachyarrhythmias,2014,1
and a rapid pulse. if your infant or young child exhibits any of these symptoms,supraventricular tachyarrhythmias,2014,1
it's advisable to consult your child's care provider about svt screening,supraventricular tachyarrhythmias,2014,1
common symptoms of a cluster headache include sudden onset of pain,cluster headaches (off-label use),2015,1
generally around or behind the eye,cluster headaches (off-label use),2015,1
pain that builds to a peak in about 10 to 15 minutes,cluster headaches (off-label use),2015,1
restlessness or agitation,cluster headaches (off-label use),2015,1
red or watering eyes,cluster headaches (off-label use),2015,1
nasal congestion,cluster headaches (off-label use),2015,1
sweating on the forehead,cluster headaches (off-label use),2015,1
and eyelid drooping or swelling,cluster headaches (off-label use),2015,1
myocardial contractility refers to the ability of the heart's muscle (myocardium) to contract and pump blood effectively. changes in myocardial contractility can be a sign of heart disease or other health conditions. symptoms of altered myocardial contractility can vary depending on whether it is increased or decreased,myocardial contractility,2016,1
increased myocardial contractility (positive inotropy): palpitations,myocardial contractility,2016,1
chest pain or discomfort (potentially causing angina),myocardial contractility,2016,1
shortness of breath,myocardial contractility,2016,1
fatigue,myocardial contractility,2016,1
dizziness,myocardial contractility,2016,1
or lightheadedness,myocardial contractility,2016,1
decreased myocardial contractility (negative inotropy): fatigue,myocardial contractility,2016,1
shortness of breath (potentially leading to inadequate blood flow),myocardial contractility,2016,1
fluid retention (resulting in swelling or edema),myocardial contractility,2016,1
irregular heartbeat (arrhythmias),myocardial contractility,2016,1
and low blood pressure (potentially causing dizziness or fainting),myocardial contractility,2016,1
the symptoms of ventricular arrhythmia depend on the type of arrhythmia. some have no symptoms,ventricular arrhythmia,2017,2
especially non-sustained and benign arrhythmias,ventricular arrhythmia,2017,2
